race_x,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,Extroversion,Agreeableness,Conscientiousness,Neuroticism,Open2Experience,race_y,age_bin,fromUS
3.0,22.0,True,Male,Right,AnotherPageFromTestPage,GB,2,5,3,5,2,5,2,5,1,5,2,5,4,2,4,3,5,3,4,1,1,4,3,4,2,4,3,4,4,2,3,4,3,4,1,4,4,2,3,4,4,2,5,1,4,1,5,3,4,4,5,27,18,19,33,European,ya(18-24),False
3.0,30.0,True,Female,Right,Google,US,4,1,3,2,4,1,4,2,4,5,5,2,5,2,4,4,5,4,4,4,2,5,2,5,2,4,1,4,5,4,3,4,5,3,2,4,4,2,4,5,5,3,5,3,4,1,4,4,4,5,28,34,24,7,32,European,adult(25-39),True
3.0,21.0,True,Female,Left,AnotherPageFromTestPage,GB,1,2,2,3,3,4,1,4,1,3,5,1,5,1,4,4,4,4,4,4,2,2,4,3,2,3,4,3,3,2,3,3,2,4,3,3,4,2,2,2,2,4,2,2,1,4,2,2,4,2,12,18,18,6,13,European,ya(18-24),False
6.0,46.0,True,Female,Right,AnotherPageFromTestPage,US,4,1,5,2,5,1,5,3,4,1,2,3,1,5,2,2,1,1,1,1,1,5,1,5,1,5,1,5,4,4,3,4,4,2,3,4,3,1,4,4,4,1,4,3,4,1,5,2,3,5,35,38,24,35,30,Other,oa(40+),True
3.0,24.0,False,Female,Right,AnotherPageFromTestPage,FI,1,5,1,5,1,2,1,5,1,5,5,1,5,2,5,4,2,2,3,2,2,2,5,4,4,4,5,1,1,1,4,2,5,5,5,1,4,2,2,3,4,3,1,1,4,5,2,4,4,4,3,11,27,13,22,European,ya(18-24),False
8.0,31.0,True,Female,Right,AnotherPageFromTestPage,US,4,4,3,2,4,2,5,5,2,1,3,3,2,1,2,2,3,2,2,1,3,4,2,3,2,2,3,3,3,4,3,2,3,1,3,2,4,3,4,4,3,3,2,2,3,5,4,2,2,3,24,23,27,25,17,Other,adult(25-39),True
3.0,17.0,False,Female,Right,AnotherPageFromTestPage,DE,1,3,3,4,2,3,1,4,2,4,5,2,4,2,3,2,2,2,3,3,3,4,2,4,2,4,2,3,3,3,5,3,3,2,2,2,5,3,4,4,4,2,4,1,4,1,4,2,3,3,11,26,27,18,28,European,minor(<18),False
13.0,36.0,True,Female,Right,Google,JM,3,3,4,3,4,1,4,4,3,3,1,3,5,3,1,2,1,1,2,1,1,3,1,5,1,5,1,4,5,3,4,1,5,1,5,2,5,1,3,1,5,1,5,1,5,1,5,3,4,5,24,35,32,30,37,Other,adult(25-39),False
3.0,18.0,False,Female,Right,Other,MX,3,3,4,4,5,2,4,3,5,3,2,5,5,3,2,2,3,2,3,3,4,4,2,4,2,3,2,4,5,4,5,2,4,2,2,5,3,3,4,4,4,2,4,1,3,1,4,3,3,3,26,28,24,24,28,European,ya(18-24),False
3.0,18.0,True,Female,Left,AnotherPageFromTestPage,US,2,4,2,4,2,3,2,4,2,5,5,3,5,2,4,4,4,3,4,4,3,2,3,4,2,2,4,3,4,4,4,3,5,3,3,3,4,2,4,5,5,2,4,2,3,3,4,4,5,4,10,21,28,10,30,European,ya(18-24),True
8.0,32.0,True,Female,Right,AnotherPageFromTestPage,US,2,1,4,3,4,2,3,4,2,4,4,3,4,2,3,4,3,3,4,3,2,4,2,5,2,4,2,4,4,4,4,5,4,4,3,4,3,2,3,4,3,2,4,3,4,2,4,3,4,4,21,31,20,15,27,Other,adult(25-39),True
6.0,53.0,True,Female,Right,Edu_Domain,US,5,1,2,1,3,1,5,1,5,3,2,4,3,3,1,1,5,5,5,2,3,5,1,5,3,5,4,5,5,3,4,1,2,3,3,1,5,5,5,3,2,1,2,3,3,1,2,5,1,2,33,31,26,21,20,Other,oa(40+),True
3.0,16.0,True,Male,Left,AnotherPageFromTestPage,CA,2,3,1,5,3,2,2,3,2,5,5,2,4,1,5,3,4,4,4,5,1,3,2,5,1,5,1,5,5,4,3,4,2,3,1,5,4,3,1,3,5,2,3,1,5,3,5,5,5,5,12,36,13,7,35,European,minor(<18),False
6.0,16.0,True,Female,Right,AnotherPageFromTestPage,US,3,1,4,1,3,1,3,2,5,4,2,4,4,2,4,3,3,2,3,2,4,5,3,3,2,2,1,3,3,3,4,4,4,4,2,4,3,3,2,3,3,2,4,2,4,1,4,3,3,4,29,23,17,21,28,Other,minor(<18),True
3.0,22.0,True,Female,Left,AnotherPageFromTestPage,US,2,2,2,2,4,2,4,3,3,2,5,2,4,2,2,4,4,2,3,3,1,4,3,3,2,5,2,3,4,3,4,4,3,2,3,3,4,2,5,4,2,1,3,1,3,4,4,1,5,3,24,28,26,15,23,European,ya(18-24),True
3.0,27.0,True,Female,Right,AnotherPageFromTestPage,US,1,5,4,4,1,4,1,5,1,5,5,2,5,2,2,1,4,2,2,4,2,3,1,3,2,4,2,2,2,2,3,2,5,1,2,1,5,3,4,4,5,1,5,1,5,1,5,5,5,5,5,23,30,17,40,European,adult(25-39),True
3.0,31.0,True,Male,Right,AnotherPageFromTestPage,US,3,2,3,4,5,1,4,5,1,1,1,4,2,4,1,1,2,1,2,2,1,3,1,5,1,5,2,4,5,5,3,3,5,2,3,1,4,2,3,5,4,1,4,1,4,2,4,3,5,5,23,36,29,34,33,European,adult(25-39),True
5.0,41.0,False,Male,Right,AnotherPageFromTestPage,JO,1,5,1,5,5,1,1,5,5,5,5,1,5,1,5,5,5,5,5,5,1,5,3,5,1,5,1,1,5,2,5,5,2,1,5,3,5,3,1,5,5,1,5,1,5,1,5,4,5,5,12,31,25,0,39,Other,oa(40+),False
1.0,21.0,True,Female,Right,Google,US,1,1,5,5,5,1,1,5,1,5,5,1,5,1,5,5,1,5,5,1,1,5,1,5,1,5,1,5,5,5,5,1,5,1,1,1,5,1,5,5,1,1,5,1,5,1,1,1,5,5,16,40,36,8,28,Mixed Race,ya(18-24),True
6.0,35.0,False,Male,Right,AnotherPageFromTestPage,EG,1,5,1,5,1,5,1,5,2,5,5,2,5,5,5,5,4,4,5,5,4,1,1,5,5,5,5,3,5,2,4,2,1,5,5,4,5,3,1,4,1,4,4,4,5,5,3,2,5,5,1,20,20,7,20,Other,adult(25-39),False
6.0,36.0,True,Female,Right,AnotherPageFromTestPage,US,1,4,1,5,2,4,1,5,1,5,4,2,5,2,4,4,3,3,4,4,2,2,4,4,4,4,5,4,4,3,4,4,5,4,3,2,5,2,4,5,4,4,4,3,4,1,4,3,4,4,3,20,28,11,27,Other,adult(25-39),True
11.0,16.0,True,Male,Right,Other,PH,1,2,3,5,1,5,2,1,1,5,1,3,1,2,5,4,5,1,4,4,1,4,2,5,1,5,1,5,5,4,4,1,5,5,3,5,5,5,2,4,1,3,4,2,1,5,1,1,3,5,10,37,21,18,14,Asian,minor(<18),False
3.0,33.0,True,Female,Both,AnotherPageFromTestPage,AU,3,4,4,3,2,1,3,2,5,3,2,3,5,3,5,5,4,3,4,3,1,5,1,5,1,5,2,4,5,4,3,5,5,2,3,3,4,1,2,4,2,1,5,1,4,1,5,1,5,4,24,37,24,13,31,European,adult(25-39),False
3.0,15.0,True,Female,Right,Google,US,1,1,2,4,2,2,1,4,4,2,5,2,5,1,4,5,5,5,4,5,2,4,1,4,1,3,2,4,4,2,4,2,3,5,2,2,5,2,4,2,5,2,4,2,4,2,5,5,5,4,17,29,23,3,34,European,minor(<18),True
3.0,15.0,True,Female,Left,AnotherPageFromTestPage,US,1,5,3,5,2,5,1,5,3,5,4,5,5,3,3,3,1,3,4,3,1,5,2,5,1,5,3,5,5,5,5,2,4,1,1,1,2,3,5,3,3,1,5,1,5,1,5,3,4,3,5,37,27,20,33,European,minor(<18),True
1.0,20.0,True,Female,Right,Google,JM,5,2,5,1,5,1,4,2,5,1,2,4,4,3,3,2,4,4,3,3,5,5,2,5,1,5,1,4,5,5,4,3,4,3,3,2,3,3,3,4,4,1,5,2,5,1,5,2,4,5,37,34,24,20,34,Mixed Race,ya(18-24),False
5.0,32.0,False,Male,Right,AnotherPageFromTestPage,CA,2,4,2,4,2,1,2,4,2,4,4,3,4,2,4,4,4,4,4,3,4,4,4,4,2,3,4,3,4,3,4,4,4,3,2,4,4,2,2,4,4,2,4,2,4,2,4,3,4,3,13,21,21,12,28,Other,adult(25-39),False
13.0,16.0,True,Female,Right,AnotherPageFromTestPage,PH,1,3,1,5,4,5,4,5,1,5,2,1,5,4,1,5,5,5,5,4,4,5,4,5,2,3,3,3,5,5,2,4,3,5,1,4,3,5,2,2,4,1,5,1,3,4,3,4,5,5,8,27,9,11,31,Other,minor(<18),False
3.0,17.0,True,Female,Left,AnotherPageFromTestPage,US,2,2,5,4,5,2,2,4,2,4,5,2,5,2,2,4,4,2,4,2,1,5,2,4,1,5,1,5,4,3,5,1,5,1,5,1,5,1,5,5,4,4,2,3,4,4,4,2,4,2,20,35,40,14,19,European,minor(<18),True
3.0,13.0,True,Male,Right,AnotherPageFromTestPage,US,3,3,3,5,2,3,4,4,3,5,3,5,5,3,4,2,1,1,3,3,5,3,2,4,1,4,2,5,4,3,1,4,4,5,1,3,2,3,2,3,4,2,5,2,3,4,4,3,5,4,15,27,12,24,28,European,minor(<18),True
3.0,20.0,True,Female,Right,Other,US,4,2,3,3,4,2,4,2,4,3,5,2,5,3,4,2,4,3,4,3,2,4,2,3,2,2,2,4,4,4,5,1,4,2,4,2,4,3,4,4,4,3,2,3,3,3,2,3,4,4,27,27,31,13,21,European,ya(18-24),True
3.0,24.0,True,Male,Right,AnotherPageFromTestPage,US,3,3,5,4,5,2,4,5,3,5,4,4,5,2,4,2,2,1,3,4,2,5,4,4,2,3,2,5,5,5,4,1,4,3,5,1,5,1,5,5,4,1,4,1,5,2,5,5,5,5,21,31,36,19,37,European,ya(18-24),True
3.0,21.0,True,Male,Right,AnotherPageFromTestPage,US,3,1,4,2,5,1,5,2,4,1,2,2,2,2,1,2,5,2,2,2,5,5,1,3,5,4,3,1,4,1,3,2,5,4,1,1,2,3,4,5,5,1,5,3,5,1,5,5,5,5,34,18,24,24,38,European,ya(18-24),True
5.0,51.0,True,Female,Right,AnotherPageFromTestPage,US,5,1,5,1,5,1,5,1,5,1,1,5,5,1,5,1,1,1,1,5,1,5,1,5,1,5,1,4,5,5,1,5,1,5,1,1,5,1,5,1,5,1,5,1,5,1,1,1,5,5,40,39,16,24,32,Other,oa(40+),True
3.0,43.0,False,Female,Right,AnotherPageFromTestPage,MX,4,1,3,2,4,2,3,2,4,4,5,2,4,2,4,5,4,3,5,2,4,3,3,1,5,4,3,3,1,3,2,5,4,5,3,2,2,2,3,3,3,2,5,3,4,1,5,3,5,4,27,14,17,10,31,European,oa(40+),False
11.0,25.0,True,Male,Left,Google,AU,4,1,4,1,4,1,4,2,4,2,1,5,1,4,2,2,2,2,1,2,1,5,1,4,2,5,2,4,4,4,4,2,4,1,4,2,2,2,3,4,3,4,4,4,4,2,4,3,5,4,33,34,28,34,25,Asian,ya(18-24),False
3.0,21.0,True,Female,Right,Google,US,3,2,4,3,5,2,5,4,5,3,2,3,3,3,2,2,3,1,2,2,2,4,2,4,3,3,1,3,3,3,5,4,5,2,2,4,4,2,4,3,4,1,5,1,4,1,5,4,4,4,28,26,25,27,35,European,ya(18-24),True
4.0,51.0,True,Female,Right,AnotherPageFromTestPage,US,3,3,3,3,5,1,1,5,3,3,5,1,5,1,5,5,5,5,5,5,3,5,3,3,3,5,3,3,5,3,3,3,4,1,5,1,5,1,1,5,5,3,5,3,5,1,5,5,5,5,20,26,31,0,36,Asian,oa(40+),True
13.0,27.0,True,Female,Both,Other,US,5,2,5,1,5,1,5,3,5,5,4,3,4,1,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,5,3,1,5,1,3,1,4,1,5,5,5,1,4,1,5,1,4,1,5,4,33,40,35,28,33,Other,adult(25-39),True
3.0,48.0,False,Male,Right,Google,BE,4,2,4,3,4,2,4,3,4,3,3,3,3,2,3,3,2,2,3,3,2,4,1,5,2,4,2,4,4,3,4,4,3,2,4,4,2,1,3,4,5,1,4,2,5,2,5,5,4,5,27,31,23,21,36,European,oa(40+),False
1.0,22.0,True,Female,Right,AnotherPageFromTestPage,CA,4,5,5,5,5,1,5,1,5,5,2,4,2,4,1,1,5,5,5,2,5,5,4,4,2,2,2,2,4,5,5,5,5,5,4,2,5,1,5,5,5,5,1,5,5,5,5,5,5,4,27,23,30,23,23,Mixed Race,ya(18-24),False
3.0,18.0,True,Female,Right,AnotherPageFromTestPage,US,1,5,2,5,2,3,1,5,1,5,4,4,4,4,2,2,2,2,2,2,2,4,2,4,3,3,2,4,4,2,3,3,4,3,2,2,4,2,4,3,4,2,4,1,3,2,4,3,5,4,4,26,24,26,30,European,ya(18-24),True
3.0,21.0,False,Female,Right,Google,US,1,4,4,4,2,2,3,5,5,5,3,5,4,1,1,1,4,3,1,5,3,5,1,5,1,5,1,5,5,5,4,2,5,3,4,1,5,1,5,5,5,3,5,2,5,1,5,5,5,5,15,38,35,22,37,European,ya(18-24),True
4.0,34.0,False,Male,Right,AnotherPageFromTestPage,IN,4,5,5,1,3,4,5,1,5,1,1,5,1,3,1,1,1,1,1,1,1,5,1,3,1,5,1,5,5,5,5,1,5,1,5,1,3,1,3,1,5,1,5,1,5,1,5,3,1,5,30,38,32,38,34,Asian,adult(25-39),False
11.0,20.0,True,Female,Right,AnotherPageFromTestPage,MY,1,3,2,4,3,3,2,4,2,5,4,2,4,3,3,4,4,4,4,3,2,5,2,4,1,5,2,4,4,4,3,3,4,2,3,5,4,3,4,4,3,2,4,3,3,2,4,2,4,3,11,33,23,13,24,Asian,ya(18-24),False
11.0,14.0,False,Female,Right,AnotherPageFromTestPage,PH,1,5,2,4,1,3,2,3,3,5,4,1,5,1,3,3,3,3,4,5,4,2,3,4,5,1,4,2,3,2,3,3,5,4,3,2,3,2,2,3,3,3,4,1,3,3,3,2,3,3,9,12,22,10,22,Asian,minor(<18),False
3.0,28.0,True,Male,Right,AnotherPageFromTestPage,GB,5,1,5,2,4,1,4,1,5,1,3,2,4,3,4,2,3,1,4,2,2,5,1,5,1,4,1,5,5,5,3,1,5,2,1,1,5,2,5,5,5,1,5,1,4,1,5,5,5,5,37,38,32,20,39,European,adult(25-39),False
3.0,28.0,True,Female,Right,Other,NZ,1,3,3,4,3,3,2,3,4,4,2,4,4,2,4,3,4,2,3,3,2,2,4,3,4,3,4,3,4,3,3,3,4,2,3,4,3,2,4,2,3,2,4,2,5,1,3,2,4,4,16,18,22,19,28,European,adult(25-39),False
3.0,23.0,True,Female,Right,AnotherPageFromTestPage,US,5,2,5,1,4,1,2,1,5,4,5,4,5,2,4,5,5,4,4,3,1,4,1,5,1,5,1,5,5,4,4,3,4,4,3,1,4,2,4,3,2,2,5,1,4,1,3,1,5,4,32,38,26,9,28,European,ya(18-24),True
11.0,30.0,True,Male,Right,AnotherPageFromTestPage,CA,2,2,3,4,4,2,3,5,2,2,2,4,4,2,4,4,4,4,4,4,1,4,2,4,2,4,2,4,4,4,2,4,4,3,1,5,2,4,1,2,4,2,3,2,4,2,3,4,4,4,19,31,10,14,28,Asian,adult(25-39),False
3.0,26.0,False,Male,Right,Other,CA,1,4,4,4,2,1,3,5,4,5,5,4,4,1,4,4,4,3,4,4,4,4,1,5,2,5,2,3,4,3,4,4,5,4,4,2,4,4,4,4,4,1,4,1,5,2,4,5,5,5,15,29,25,11,36,European,adult(25-39),False
3.0,22.0,True,Male,Right,AnotherPageFromTestPage,US,2,4,3,4,4,4,3,4,4,4,2,5,4,3,3,4,4,3,4,2,1,3,1,4,3,4,4,5,4,3,2,4,4,3,1,3,4,4,2,3,4,2,2,3,3,3,3,3,5,3,16,28,16,20,23,European,ya(18-24),True
3.0,32.0,True,Female,Left,AnotherPageFromTestPage,AU,2,2,3,2,4,2,2,4,1,5,3,3,4,2,5,3,3,2,5,3,1,4,2,5,1,4,2,5,5,5,3,3,5,2,3,1,4,2,3,4,4,1,4,1,4,1,4,4,5,4,17,36,28,15,34,European,adult(25-39),False
4.0,19.0,False,Male,Right,AnotherPageFromTestPage,IN,4,1,5,3,4,2,5,3,5,3,3,5,3,2,4,3,2,1,1,1,5,5,3,5,1,4,1,5,5,5,4,3,5,1,4,1,3,2,3,4,4,2,4,1,4,1,5,3,5,5,31,33,30,27,34,Asian,ya(18-24),False
13.0,64.0,False,Female,Right,AnotherPageFromTestPage,US,1,4,1,5,3,1,1,1,5,5,1,5,5,1,3,1,1,1,1,5,1,5,1,5,1,5,1,5,5,5,1,5,5,1,1,1,5,3,5,4,4,5,3,5,3,3,3,3,3,3,15,40,25,26,17,Other,oa(40+),True
13.0,21.0,True,Female,Right,Google,AU,1,4,3,4,3,3,1,4,3,4,2,4,2,2,2,2,2,2,2,2,1,4,1,5,2,4,2,4,4,4,4,2,4,2,3,3,3,2,3,4,4,2,3,2,4,2,5,4,4,3,12,33,26,28,29,Other,ya(18-24),False
11.0,18.0,False,Male,Left,Other,PH,4,2,2,2,4,2,5,2,5,4,5,2,4,2,5,4,5,4,5,4,4,4,5,3,2,3,3,4,4,4,4,4,4,4,2,4,5,4,4,5,5,2,5,2,5,2,4,5,5,5,28,22,22,6,36,Asian,ya(18-24),False
1.0,17.0,False,Male,Right,AnotherPageFromTestPage,PH,3,1,5,4,4,2,3,3,4,5,3,1,4,3,4,3,4,2,4,4,4,3,3,4,3,4,3,4,4,4,3,2,4,3,3,2,3,3,3,4,2,3,5,2,3,2,4,3,3,3,24,24,24,14,24,Mixed Race,minor(<18),False
9.0,24.0,True,Male,Right,AnotherPageFromTestPage,KR,3,1,5,2,4,2,4,4,4,3,4,4,4,4,3,4,3,1,4,1,4,5,4,4,3,4,2,4,4,5,3,2,4,2,2,4,4,2,4,3,3,3,4,3,4,2,4,3,5,5,28,27,24,22,28,Asian,ya(18-24),False
11.0,22.0,False,Male,Right,Other,MY,3,4,4,3,3,4,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,4,1,4,3,3,3,4,3,3,4,3,4,2,3,2,4,2,4,3,3,3,3,3,3,2,3,2,3,2,19,25,27,19,19,Asian,ya(18-24),False
13.0,35.0,False,Female,Right,AnotherPageFromTestPage,MY,4,2,4,3,5,1,5,1,5,4,2,4,1,1,1,3,2,1,1,1,4,4,1,3,3,4,1,4,4,4,4,5,5,1,4,1,3,3,5,5,3,1,4,3,4,1,5,2,3,3,32,28,30,31,27,Other,adult(25-39),False
3.0,40.0,True,Female,Right,AnotherPageFromTestPage,GB,3,3,4,3,4,2,3,4,3,3,2,4,2,3,3,2,2,2,2,2,2,4,2,4,2,3,2,4,4,4,3,3,4,2,3,2,3,1,3,4,5,2,4,2,3,2,3,4,4,3,22,29,26,28,28,European,oa(40+),False
5.0,23.0,False,Male,Right,Other,AE,1,5,2,1,2,5,1,4,1,5,5,2,5,1,4,5,4,4,5,1,1,1,3,4,2,3,2,4,4,5,3,4,5,1,2,1,4,1,2,2,4,1,1,2,4,2,5,5,4,4,7,27,25,8,30,Other,ya(18-24),False
13.0,16.0,True,Female,Right,AnotherPageFromTestPage,US,2,2,2,2,2,3,3,2,2,5,4,3,3,3,3,4,3,3,4,3,3,3,2,3,2,4,3,2,2,3,3,3,3,3,1,4,3,3,1,3,3,2,3,2,2,3,3,2,3,3,17,21,15,17,20,Other,minor(<18),True
4.0,24.0,False,Male,Right,AnotherPageFromTestPage,PK,2,3,1,5,3,2,1,5,2,5,5,1,4,3,5,5,5,5,3,3,3,4,3,5,2,4,2,5,5,4,2,3,3,5,1,4,2,4,2,3,3,3,5,3,3,1,4,5,5,3,9,31,11,7,29,Asian,ya(18-24),False
13.0,28.0,True,Female,Right,AnotherPageFromTestPage,IN,4,2,5,4,5,4,4,4,4,3,5,3,5,3,5,5,5,4,4,4,1,5,2,3,5,5,5,4,4,4,4,3,5,2,5,3,3,3,4,4,4,4,5,3,4,4,5,3,3,4,25,26,28,7,25,Other,adult(25-39),False
3.0,29.0,True,Male,Right,Google,AU,1,2,1,3,2,2,1,4,2,5,3,3,4,2,1,3,2,1,4,3,4,3,4,3,2,4,2,3,3,2,3,3,5,1,2,2,3,1,3,4,4,1,1,1,5,3,5,5,5,5,11,20,27,22,33,European,adult(25-39),False
11.0,22.0,True,Male,Right,AnotherPageFromTestPage,GB,4,3,5,2,2,2,4,4,4,4,2,5,3,4,2,2,2,2,4,2,2,4,2,4,2,3,2,3,4,2,4,2,4,2,3,4,4,2,3,3,5,1,5,1,4,2,4,4,4,4,24,26,25,28,34,Asian,ya(18-24),False
4.0,20.0,False,Male,Right,AnotherPageFromTestPage,IN,1,3,3,4,3,3,1,3,3,3,2,2,4,3,4,4,4,4,2,3,4,3,2,4,2,5,2,3,4,2,2,4,2,2,3,3,4,3,2,3,3,4,4,4,4,2,3,2,3,4,15,25,18,16,21,Asian,ya(18-24),False
13.0,21.0,False,Female,Right,AnotherPageFromTestPage,IN,1,2,4,2,4,2,1,4,2,3,5,3,4,4,3,2,2,2,2,4,5,5,1,5,2,5,3,4,4,4,3,1,3,2,3,1,4,3,3,3,3,2,2,4,2,3,5,2,3,2,19,30,26,21,18,Other,ya(18-24),False
3.0,31.0,True,Male,Right,AnotherPageFromTestPage,US,4,2,4,2,4,2,2,2,4,2,3,4,3,4,2,2,4,4,3,2,2,5,3,4,2,3,2,4,4,4,3,2,4,1,4,2,4,3,2,4,4,1,5,1,4,1,5,4,5,5,28,29,27,23,37,European,adult(25-39),True
3.0,64.0,False,Male,Right,AnotherPageFromTestPage,FR,3,4,3,3,2,3,2,4,4,3,4,3,4,4,3,1,2,1,1,2,1,5,1,4,2,4,2,5,5,5,3,4,4,2,4,5,4,3,4,5,4,1,4,1,4,2,4,3,4,4,17,36,24,27,31,European,oa(40+),False
11.0,19.0,False,Female,Right,Other,MY,4,3,4,5,3,4,3,2,3,4,5,3,5,4,3,5,5,4,4,4,5,4,2,5,3,5,2,3,4,3,4,4,3,3,4,3,2,3,4,4,3,3,5,3,4,2,4,4,4,4,19,26,22,10,28,Asian,ya(18-24),False
3.0,28.0,False,Male,Right,Other,DK,2,4,2,4,2,4,2,3,2,4,1,4,4,2,2,2,2,2,4,4,4,4,2,2,4,3,3,3,2,4,3,4,4,2,2,4,4,3,2,4,5,4,4,1,2,1,4,4,4,2,11,19,20,23,27,European,adult(25-39),False
3.0,23.0,False,Female,Left,Facebook,DK,5,1,5,2,5,1,5,2,5,1,2,5,4,3,3,2,2,2,1,1,1,5,1,5,1,5,1,5,5,5,2,4,3,2,2,3,4,3,4,3,4,1,5,2,4,1,4,4,5,4,38,40,20,29,34,European,ya(18-24),False
3.0,22.0,False,Female,Right,Facebook,DK,2,2,4,2,4,2,4,3,2,3,1,4,2,4,4,1,2,2,1,2,2,5,1,4,1,4,2,2,4,5,2,4,3,1,4,4,3,1,2,4,4,1,3,2,1,3,4,3,5,1,24,32,22,31,23,European,ya(18-24),False
3.0,42.0,True,Female,Right,Google,AU,1,3,2,1,3,4,1,5,1,4,2,3,2,2,1,1,1,1,2,4,1,3,1,3,3,1,4,3,1,3,5,2,5,1,3,2,5,1,4,4,5,1,4,1,5,1,5,5,5,4,11,19,34,29,38,European,oa(40+),False
3.0,21.0,False,Female,Right,Facebook,DK,3,2,5,2,4,1,3,3,3,3,1,5,3,5,1,1,1,1,1,1,1,5,1,5,1,5,1,5,5,4,4,1,4,1,4,1,5,1,4,4,4,1,3,1,4,1,4,4,4,4,27,39,35,38,32,European,ya(18-24),False
2.0,29.0,False,Male,Right,Other,DK,2,4,4,3,2,2,2,3,3,4,1,5,2,2,4,2,2,2,2,2,4,4,1,5,1,4,2,4,4,4,2,4,2,3,3,4,4,2,2,4,2,2,3,2,3,2,3,3,4,4,17,31,18,28,24,Other,adult(25-39),False
3.0,45.0,True,Female,Right,AnotherPageFromTestPage,GB,3,1,2,2,5,1,5,3,3,4,3,3,5,5,3,2,2,1,2,1,1,5,1,5,1,5,2,4,5,5,3,5,5,3,5,4,5,1,3,4,4,1,5,2,4,1,5,1,4,4,27,38,26,27,31,European,oa(40+),False
4.0,28.0,False,Male,Right,AnotherPageFromTestPage,IN,2,4,3,4,5,3,3,3,3,4,2,4,3,3,5,3,3,3,3,2,3,3,3,3,5,3,3,4,3,2,4,2,4,4,5,3,3,3,3,2,4,3,2,3,4,4,4,4,3,2,18,18,23,21,21,Asian,adult(25-39),False
3.0,50.0,True,Male,Right,AnotherPageFromTestPage,US,3,2,3,2,5,1,2,2,4,2,2,4,3,2,2,2,2,2,2,4,2,4,4,4,2,4,3,4,4,3,4,5,3,2,2,5,4,4,2,4,5,1,5,1,5,1,5,4,4,5,28,26,17,25,38,European,oa(40+),True
5.0,21.0,False,Female,Right,Other,TR,2,2,5,1,5,3,2,5,2,5,1,3,2,3,2,4,1,1,2,1,1,5,4,4,1,5,1,4,5,4,5,5,5,3,1,1,5,1,5,5,5,1,5,1,4,1,5,2,2,3,20,34,30,30,31,Other,ya(18-24),False
11.0,16.0,False,Other,Right,AnotherPageFromTestPage,PH,1,2,5,3,5,3,3,2,5,4,2,3,5,3,1,5,5,4,5,2,5,4,5,4,1,3,2,3,5,3,2,3,1,5,1,5,2,3,4,3,3,5,5,3,1,3,2,2,4,1,25,23,11,15,15,Asian,minor(<18),False
3.0,44.0,True,Female,Right,Other,AU,3,2,3,4,4,3,2,4,2,4,5,2,4,4,4,4,4,4,4,4,2,4,1,4,2,4,3,4,4,3,2,4,2,3,2,4,2,1,2,4,5,2,4,1,3,2,4,4,4,4,17,29,16,11,31,European,oa(40+),False
13.0,33.0,False,Male,Right,Google,US,1,2,5,4,4,2,4,2,5,5,1,5,4,3,2,4,3,2,4,2,1,4,1,4,1,5,1,4,4,5,3,3,5,1,3,1,5,1,4,5,5,4,4,4,5,1,4,4,4,5,24,36,33,24,30,Other,adult(25-39),True
3.0,60.0,False,Female,Right,Other,SE,4,1,5,4,5,2,4,4,5,4,3,4,3,3,4,4,4,4,4,3,2,5,3,4,5,5,2,4,4,5,5,3,4,4,5,3,4,3,4,5,5,3,5,2,5,5,5,5,5,4,28,29,28,16,32,European,oa(40+),False
11.0,15.0,False,Male,Left,AnotherPageFromTestPage,PH,1,3,3,4,2,3,2,5,2,3,3,4,4,3,3,4,5,5,3,3,1,4,2,5,2,5,3,4,4,3,2,5,3,5,2,5,4,4,1,2,4,4,5,1,5,2,4,5,4,5,12,31,9,15,33,Asian,minor(<18),False
3.0,23.0,False,Female,Left,Facebook,DK,3,1,5,2,4,2,4,2,5,3,3,3,4,3,3,2,2,3,2,2,1,5,1,5,1,5,1,4,5,3,4,4,4,3,2,2,4,3,5,3,3,1,5,1,3,1,4,3,5,3,31,37,24,23,31,European,ya(18-24),False
3.0,32.0,True,Male,Right,Google,US,4,3,3,3,4,2,3,3,3,4,3,4,4,2,2,3,2,2,3,4,1,4,2,4,2,4,2,4,4,4,3,2,4,2,2,3,4,2,4,4,4,2,5,2,2,2,4,4,4,5,22,31,26,21,30,European,adult(25-39),True
3.0,22.0,False,Female,Right,Other,DK,3,2,4,2,2,1,1,3,3,4,3,4,5,2,4,2,5,5,2,4,2,5,1,5,1,5,1,3,4,3,3,5,2,3,1,5,2,3,1,3,5,2,5,1,4,1,4,5,5,4,21,34,10,14,36,European,ya(18-24),False
11.0,19.0,True,Female,Right,Google,AU,1,5,4,5,2,5,2,5,5,5,4,2,5,2,1,2,4,1,5,3,2,4,1,4,2,3,4,5,4,3,4,2,1,3,2,1,4,2,5,4,4,2,1,2,3,5,3,3,5,1,9,28,26,17,19,Asian,ya(18-24),False
